created_at,type,name,link
2026-04-16 12:46:07.3218+00,video,OGTech X SMEtools Meeting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/87a33e64-1e07-4c13-a784-61ac482fbe86/recording_1776343574719.mp4
2026-04-15 14:15:21.094079+00,video,Business Strategy for Ariika's Service Packages,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/a3ddf4cd-c379-4b97-80b2-c7fd4984b33b/recording_1776262519811.mp4
2026-04-15 13:03:55.245+00,video,Internal + Ariika Quotations ,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/a3ddf4cd-c379-4b97-80b2-c7fd4984b33b/recording_1776262519811.mp4
2026-04-15 13:00:54.635647+00,video,"Process Discussion on Claims, Quality Alerts, and Warranty",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/428e93d4-625b-4b89-90f5-770e6d7888d2/meeting.mp4
2026-04-15 11:20:09.015532+00,video,Review of Subcontractor Inventory and Maintenance Exposure,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/bc3d9a76-63e8-4ffe-bfee-8cddde871000/recording_1776252003893.mp4
2026-04-13 14:01:08.222678+00,video,Meeting: ERP Challenges and AI Automation Solutions,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/81d327d5-58e4-480d-93fc-88c2d234a65e/meeting.mp4
2026-04-12 12:36:44.514345+00,video,AI Project Technical Update: RAG System & Feature Fixes,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/89b22d10-fda5-41a4-b0ba-c8fc2bb73c1a/recording_1775997383727.mp4
2026-04-12 10:20:19.397572+00,video,Nokap Project Strategy & Team Coordination Meeting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/02e52cf9-92bb-4cab-a379-d73f41b00780/recording_1775989213414.mp4
2026-04-12 09:49:59.152489+00,video,"Odoo Technical Troubleshooting: Repair Orders, Logistics, and User Management",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/c5f16bf0-d816-4606-b447-cb1d1e298587/recording_1775987391322.mp4
2026-04-11 18:13:49.101063+00,video,Clarifying B2B vs. StudioMind Connect Sales Teams,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/dfad7d20-16f4-40e5-9da7-bcd48f8e79f4/recording_1775931223079.mp4
2026-04-07 14:30:38.325896+00,video,Odoo System Process Review & Action Plan,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/7a924270-6c82-4fcd-bed6-b00e2d057481/recording_1775572232824.mp4
2026-04-07 12:48:31.872588+00,video,"Meeting Recording - 4/7/2026, 12:07:35 PM",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/438a7342-14e3-48d6-a58c-80e2ac538672/meeting.mp4
2026-04-07 11:31:57.756988+00,video,Aligning Odoo Inventory Processes for Supplier Maintenance,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/851520ee-e84f-4487-9136-12ef151ace54/recording_1775561504262.mp4
2026-04-06 14:02:27.39057+00,video,"Meeting Recording - 4/6/2026, 1:29:08 PM",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/3269eb7c-3ce5-4732-815c-bd54aad1aec4/meeting.mp4
2026-04-02 15:42:27.058903+00,video,MyMez Discusses Odoo Migration and Business Challenges,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/b7a13c91-2cce-4927-b03e-73eed887683c/recording_1775144543627.mp4
2026-04-02 12:14:20.414123+00,video,Odoo Inventory Discrepancy: POS vs. GL & Valuation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/8bd673a6-17a0-4df8-bb23-4f1fdf4af90a/recording_1775132059095.mp4
2026-04-02 11:44:32.532624+00,video,AI Agent Technical Update and Bot Integration Planning,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/fd9b791e-2697-43e8-810a-9ea5f9733de4/recording_1775130270123.mp4
2026-04-02 11:16:40.459365+00,video,"Odoo ERP Troubleshooting: Inventory, Accounting, and Batch Transfers",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/7a0234ca-07ff-4b39-a498-250c31db9567/recording_1775128597112.mp4
2026-04-02 10:36:18.806145+00,video,Meeting: Hassan Sam Arslan and Sarah Msilmani,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/b511cd67-800d-4e9b-a8d3-e40c9aaebfe4/recording_1775126175803.mp4
2026-04-02 10:02:59.783307+00,video,Incorrect Return Destination Location on Exchange Claims,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/8c1cf9ec-f2c0-4ea2-9521-55d60ce7720b/final.webm
2026-04-01 12:46:32.006067+00,video,Odoo ERP: Navigating Purchase Quotations,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/402e1fe8-3034-48ab-8446-fa88a588bbba/meeting.mp4
2026-04-01 12:41:07.820538+00,video,Odoo Inventory: Quick Fix for Inbound & Free Stock View,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/1e69c0bc-aca7-4139-b29e-dd9ee57d961f/recording_1775047266755.mp4
2026-04-01 12:35:33.952582+00,video,Odoo Inventory Valuation and COGS Issue for Saudi Arabia,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/recordings/72b37696-482c-488d-8eba-a9f1c13aab94/recording_1775047594301.mp4
2026-03-31 15:22:47.226876+00,video,Ariika Project Coordination: Features & Integrations,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/bb7e77e2-7cd7-479f-9e07-fee0a61bc72f/recording_1774970565193.mp4
2026-03-31 14:32:38.850068+00,video,Odoo Logistics and Inventory Troubleshooting Session,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/36a235c5-3ebe-4a33-8260-a8eff61cf3c6/meeting.mp4
2026-03-27 10:28:46.142817+00,video,Troubleshooting and Cleaning Up Google AI API Keys,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/5b28c1af-ba9f-4f79-b17d-354741ebc3f6/meeting.mp4
2026-03-27 09:12:35.934895+00,video,AI Agent Project: Monthly Progress & Team Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/36f58b35-9ddf-4fa5-b94e-3df80707b2b4/recording_1774602751099.mp4
2026-03-26 09:25:08.400687+00,video,Odoo & Shopify Order Fulfillment Coordination,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/55129281-3ce1-4300-9d5e-711177490b4f/recording_1774517105352.mp4
2026-03-26 09:01:59.42036+00,video,Odoo Inventory Quantity Calculation & Reporting Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/d0dbc7c8-1cbd-4133-b3b1-0e23a350e7ff/recording_1774515716065.mp4
2026-03-26 08:29:41.738347+00,video,Odoo Logistics Audit and Process Coaching,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/41545e19-ed10-4915-9bdc-24001f751d09/recording_1774513779338.mp4
2026-03-26 07:55:00.567712+00,video,Blank Meeting Recording with Unintelligible Audio,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/4aef9d33-cf8d-4134-ad16-a45073ac15d7/recording_1774511699774.mp4
2026-03-24 17:57:26.512741+00,video,Troubleshooting Ariika Saudi's Odoo Order & Inventory Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/317e04cd-44a2-4ee3-af39-fc6d805656ed/recording_1774375042024.mp4
2026-03-18 09:40:43.986414+00,video,Odoo Inventory Reconciliation for Ariika Saudi Arabia,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/1cd4df0e-0240-4478-bdf9-c26dcac033ad/recording_1773826841302.mp4
2026-03-18 09:01:17.512161+00,video,Odoo Inventory & Accounting Correction Plan for KSA,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/7666981b-33ba-4e1d-9381-2f0e95a3a32b/recording_1773824475080.mp4
2026-03-18 08:02:17.133683+00,video,Team Meeting: Logistics & Inventory Audit Dashboard Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/b81a787d-7504-47fb-abc9-8817ccea8a5b/recording_1773820933520.mp4
2026-03-17 19:45:28.643857+00,video,Odoo Audit: Resolving KSA Inventory & Sales Data Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/cf390457-ece9-4f3a-88ba-01226e2f0d06/recording_1773776725296.mp4
2026-03-16 23:55:33.449358+00,video,Dev Update: AI System and Browser Extension Enhancements,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/c274237b-901e-4803-9532-e9ed93cb41ac/recording_1773705330097.mp4
2026-03-16 20:02:07.414793+00,video,Saudi Project Handover and Odoo Coordination,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/4246f7b8-ab3a-4dae-ad69-21929430c46a/recording_1773691326560.mp4
2026-03-16 19:49:16.220124+00,video,Unrelated Audio Clips Compilation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/3abe8230-d49a-4c3a-94d0-7f9e6f5704b2/recording_1773690554955.mp4
2026-03-10 13:01:57.686379+00,video,Odoo Implementation & Inventory Issue Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/bcf1a100-92f0-4d7c-8173-69f27e22991f/recording_1773147714700.mp4
2026-03-10 12:01:43.212463+00,video,Cost Accounting Dashboard & Outbound Team Coordination,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/ff1755e4-c995-4d32-8027-c05e712391c6/recording_1773144098815.mp4
2026-03-09 13:34:18.076933+00,video,Strategic Review of Odoo Implementation and Support,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/737a7944-32ea-4ecd-bd1e-131ed87a140d/recording_1773063255880.mp4
2026-03-08 15:19:01.976697+00,video,Odoo Dispatch Module for 3-Step Outbound Logistics,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/f8e3391d-34fe-46bc-b818-a0426eb5e4b6/recording_1772983138077.mp4
2026-03-04 13:43:38.997655+00,video,AI Agent for Customer Profitability Analysis,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/c19c9871-88ba-473f-9322-e66a1c2128e4/recording_1772631814065.mp4
2026-03-03 13:26:35.772956+00,video,Odoo Outbound Inventory Audit & Reconciliation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/3fe1025c-b4d3-4d46-aecc-5edf914f8238/recording_1772544391796.mp4
2026-03-03 12:21:49.108279+00,video,Troubleshooting Odoo Delivery Errors and Cross-Country Logistics,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/2d1d9416-4014-47b0-84f6-4e5510099ddd/recording_1772540505988.mp4
2026-03-03 11:29:11.61823+00,video,"Team Meeting - March 3, 2026",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/d250533e-ba36-47fa-9e7e-3ba6c591e01e/recording_1772537348489.mp4
2026-03-01 13:00:18.45949+00,video,Cloud Billing Review and Product Feature Planning,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/2a3576bf-9ff1-495e-ae72-0f60508b6392/recording_1772370016652.mp4
2026-02-26 19:09:26.846807+00,video,Processing and Reversing Odoo Inventory Transfers,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/b4f3706e-2c2c-487f-97a5-f8461a784f1a/final.webm
2026-02-26 13:49:02.199946+00,video,Odoo Production Error Debrief and Fix Analysis,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/ec652781-f50a-41d4-903a-b7943f7358a2/recording_1772113740088.mp4
2026-02-26 11:09:48.529898+00,video,Resolving Odoo Delivery Order Discrepancies,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/87dcf4b6-a6fb-4df6-86a9-8acd415ed392/recording_1772104187054.mp4
2026-02-26 10:50:51.806529+00,video,Odoo Dispatch & Inventory Discrepancy Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/40768a6a-8cb9-4262-b7f7-0310cbb718c8/recording_1772103048364.mp4
2026-02-26 10:11:00.620846+00,video,Logistics and Outbound Coordination Meeting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/b4bdc29c-6b30-4ddb-9e73-1eb73f6bc99e/recording_1772100660048.mp4
2026-02-26 10:00:49.459+00,video,Hassan x Ariika,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/40768a6a-8cb9-4262-b7f7-0310cbb718c8/recording_1772103048364.mp4
2026-02-24 11:32:50.738814+00,video,Bug: Batch Status Incorrectly Advances to Loading with Incomplete Picks,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/ec2a5293-7558-4f13-a518-2973704505df/final.webm
2026-02-23 12:14:52.69391+00,video,Using the Ariika Inventory Audit Dashboard for Odoo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/6ea63269-3646-4164-b707-adf29f2a74a1/recording_1771848886255.mp4
2026-02-22 15:32:36.490111+00,video,Navigating Product Inventory in Ariika Audit,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/e556d538-7caf-403b-8f96-0f692ec2a46f/final.webm
2026-02-22 13:24:37.868303+00,video,Troubleshooting Inventory Move History,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/866be0c3-e123-4334-a950-d8663a0dff77/final.webm
2026-02-22 11:57:01.540828+00,video,Bug Review: Chat History Migration & UI Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/47b215d6-dc6e-405a-80da-441143d1056e/recording_1771761419279.mp4
2026-02-22 10:59:28.05105+00,video,Troubleshooting Odoo POS Product Availability for Multi-Company Setup,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/ad03461f-95fb-4390-9758-bc3c9c13f66b/final.webm
2026-02-19 12:29:35.822328+00,video,Inventory Audit: Reconciling Internal Transfers and Reservations,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/8b602bea-8f92-435d-8ff1-bf8a7dd9ab9a/final.webm
2026-02-19 08:45:10.860802+00,video,Bug Report on Inventory Audit Discrepancy Flagging,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/903ebbc6-71f7-42a3-98c2-cfb70e3c6cdd/final.webm
2026-02-18 17:17:46.4902+00,video,How to Audit Inventory Location Discrepancies,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/8a9b03d2-0b34-4786-953c-dd3a659498ad/final.webm
2026-02-18 14:32:27.774286+00,video,Bug Report: Batch Pick Fail and Order Cancellation Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/c6958800-6d12-45ea-9b79-89b316113393/final.webm
2026-02-18 14:09:24.15514+00,video,Testing Batch Order Cancellation and Picking Scenarios,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/9e7dde27-c640-41a6-a21c-1ba480e0b88a/final.webm
2026-02-17 14:33:58.599041+00,video,AI Agent Pricing Strategy and Feature Development,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/7addc140-1768-48ab-a498-66917461012f/meeting.mp4
2026-02-17 11:06:06.949952+00,video,"Meeting Recording - 2/17/2026, 11:06:06 AM",https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/recordings/recordings/8023b68c-4013-4d41-ac5b-32f3d95ae1c8/recording_1771326366239.mp4
2026-02-13 13:39:54.106638+00,meeting,Odoo User Support and Process Improvement,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/fa2dc361-789a-46f7-b33a-297cd58c0c1e/sources/eaca51c5-23e1-447c-a8c5-03138be1a22d/meeting.mp4
2026-02-13 13:39:38.628437+00,meeting,System Migration and Firebase Update,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/c418328f-1e58-44d0-a006-3eb610dc54a0/meeting.mp4
2026-02-12 16:00:27.366618+00,meeting,Knowcap AI Platform: Product Demo & Marketing Video Strategy,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/92173790-5f49-4a01-8892-d0367905737d/meeting.mp4
2026-02-12 16:00:26.177088+00,meeting,Audio Recording Test,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/0a54c64a-26a6-442d-976e-da3811fc328f/sources/f729f84a-9fc2-434e-80d2-e9b4509297de/meeting.mp4
2026-02-12 16:00:23.427654+00,meeting,Goodo AI Cost Analysis and Optimization,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/a60c59e4-4da3-4a67-be47-f07e19ab154c/meeting.mp4
2026-02-12 16:00:22.270938+00,meeting,ClickUp Workflow Simplification and Technical Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/42afeadc-a24c-459e-b97d-d59276ec6cc5/meeting.mp4
2026-02-12 16:00:21.946817+00,meeting,Knowscap Project and Source Access Rights Definition,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/98cecea0-964f-4f1e-9e38-146d439a9513/meeting.mp4
2026-02-12 16:00:20.930274+00,meeting,Task Management Workflow and Prioritization,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/0bd3197f-2f46-4456-a7fe-e6d9e9d0ccef/meeting.mp4
2026-02-12 16:00:20.254197+00,meeting,Knowcap Shared Video & Transcription Performance Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/69307142-fc58-4c32-9c3c-d37b9f5c6c2a/meeting.mp4
2026-02-12 16:00:19.961275+00,meeting,Strategic Pivot from Browser Extension to Desktop App,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/1e38ea58-976a-4b96-bb5d-c352ec3424c6/meeting.mp4
2026-02-12 16:00:19.559581+00,meeting,Navigating Firebase Firestore Session Data,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/39d11d75-97db-4989-91c0-60e95063271c/meeting.mp4
2026-02-12 16:00:18.590517+00,meeting,Knowcap Product Roadmap & Feature Development Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/38e70b48-2c02-476f-99e9-7939c0aab753/sources/acf12e6c-679c-4adc-9b39-3225de5a31cd/meeting.mp4
2026-02-12 16:00:15.709618+00,meeting,A.shehta x Knowcap,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/3b7f660d-c1a5-4b97-8494-8a3c781ea1fd/sources/42c3abd8-6436-431f-8ecd-ac30d38925ba/meeting.mp4
2026-02-12 16:00:14.258868+00,meeting,Hamad and Hassan,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/bd75236c-ed66-421a-84ab-9ed3897a27e8/sources/80210b9b-bd34-462e-b0ad-539be2d4e1d7/meeting.mp4
2026-02-12 16:00:14.081367+00,meeting,Hassan Sam Arslan Update and Saudi Arabia Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/bd75236c-ed66-421a-84ab-9ed3897a27e8/sources/a6e9bcb3-ead5-49bd-9bb5-57370657c18c/meeting.mp4
2026-02-12 15:59:39.04729+00,meeting,Meeting Access and Default Project Settings,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/d73b1d35-4d45-4e70-a76a-14aa9dcef827/meeting.mp4
2026-02-12 15:59:38.945464+00,meeting,Brief Introduction with Sarah Msilmani,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/c3afe332-cd8e-4b06-85d9-3f3cbd7697d8/meeting.mp4
2026-02-12 15:59:38.781098+00,recording,Order Analysis and Product Sales Tracking,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/8661718f-dde5-4a7b-bf77-b3059f7da766/final.mp4
2026-02-12 15:59:38.631453+00,meeting,Odoo Paymob Payment Method Configuration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/acbd514f-db36-4232-995d-469411ca6b9b/meeting.mp4
2026-02-12 15:59:38.551049+00,meeting,Odoo Order and Reporting Issue Resolution,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/ee4923ce-d882-428b-8e46-88b2360224e1/meeting.mp4
2026-02-12 15:59:38.470197+00,meeting,Software Bug Regression Investigation,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/7de446e1-2a07-486c-9b54-a8ca3e796346/meeting.mp4
2026-02-12 15:59:38.396712+00,meeting,Shopify Connector Queue Processing Issue in Odoo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/e24f4ce1-600d-4741-8b8b-010ae9a00202/meeting.mp4
2026-02-12 15:59:38.31856+00,meeting,Odoo Visibility Days and Horizon Model Troubleshooting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/416dd649-60e7-4229-a991-22f6c9f275ba/meeting.mp4
2026-02-12 15:59:38.235875+00,meeting,Meeting Commencement,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/10056db5-a447-4465-9382-695a7a21f635/meeting.mp4
2026-02-12 15:59:38.1526+00,meeting,Meeting Connection and Greetings,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/eb3506fc-8e92-44f7-8084-104355649365/meeting.mp4
2026-02-12 15:59:38.076962+00,meeting,Default Project Setting Troubleshooting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/2f8825de-5bce-441e-a0a2-bdbd0b0e8d3b/meeting.mp4
2026-02-12 15:59:38.008839+00,meeting,ASMY Tools Introduction and Experience Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/d9066c8f-b1fb-4aa3-9992-015a6c7fa111/meeting.mp4
2026-02-12 15:59:37.931538+00,meeting,Odoo System Navigation and Product Component Search Demonstration,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/8dab6204-265b-494b-8dc0-7ca95bd1872f/meeting.mp4
2026-02-12 15:59:37.853902+00,meeting,Error Assessment and Effort Estimation for Partner Issues,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/a29d30b4-88a9-4a37-a4fe-a26604600758/meeting.mp4
2026-02-12 15:59:37.781326+00,meeting,Communication and Ownership Discussion,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ef8f3f02-2ef0-4769-8eca-9c432cd16712/sources/e3b1223d-0e23-4589-8451-6df5f18f4a53/meeting.mp4
2026-02-12 15:59:34.382722+00,meeting,SME Tools Tax Filing and Business Restructuring,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c6bb52d1-8582-457c-8f0c-3adae60d0f46/sources/8009873c-119b-4394-b35c-ddd7d52a0b1c/meeting.mp4
2026-02-12 15:59:34.142859+00,meeting,2023 Accounting Finalization and Reclassification,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c6bb52d1-8582-457c-8f0c-3adae60d0f46/sources/7fc95b66-f918-454f-a48a-f9d0f5485c36/meeting.mp4
2026-02-12 15:59:32.168477+00,meeting,Odoo Helpdesk Ticket Review and Troubleshooting,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c7668048-b061-4fc1-b903-48cf717bf44d/sources/7d99e93a-a06d-4ed8-87b7-4d13255196c1/meeting.mp4
2026-02-12 15:59:32.043074+00,meeting,Odoo System Performance and Feature Updates,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c7668048-b061-4fc1-b903-48cf717bf44d/sources/43704162-518f-40a1-9679-44f28949f245/meeting.mp4
2026-02-12 15:59:31.630666+00,meeting,Odoo Accounting Entries & Support Package Review,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/c7668048-b061-4fc1-b903-48cf717bf44d/sources/7c421a1d-919d-414a-b042-95334387d392/meeting.mp4
2026-02-12 15:59:26.12792+00,meeting,Dana Demo,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ba755b94-10ba-4f30-ba16-a8f31ae560dc/sources/4b0c77a9-98f6-480a-87c8-7659189e39dd/meeting.mp4
2026-02-12 15:59:26.0479+00,meeting,Hani 3 ,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ba755b94-10ba-4f30-ba16-a8f31ae560dc/sources/920472cd-e86d-4e05-b217-94a97357b2b9/meeting.mp4
2026-02-12 15:59:25.845585+00,meeting,Alejandro,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ba755b94-10ba-4f30-ba16-a8f31ae560dc/sources/845b5838-57d8-407b-bc3f-876124374d21/meeting.mp4
2026-02-12 15:59:25.772224+00,meeting,Knowcap Demo and Feature Overview,https://uicslsnhtfjdjxotwalq.supabase.co/storage/v1/object/public/sources/projects/ba755b94-10ba-4f30-ba16-a8f31ae560dc/sources/029b557b-0a15-45c4-82fd-aab02f87984a/meeting.mp4
